period,district,31_03_2022,31_03_2023,31_03_2024,31_03_2025,amnt,amount,disbursement_during_fy_during_fy_2022_23,during_fy_2021_22,during_fy_2022_23,during_fy_2023_24,during_fy_2024_25,kcc_disbursed_fresh_renewal_in_2016_17_no,kcc_disbursement_during_01_04_2019_to_30_06_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_30_09_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_03_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_12_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_30_09_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_03_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_12_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_06_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_09_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_03_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_12_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_06_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_09_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_31_03_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_30_06_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_31_03_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_03_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_12_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_30_09_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_31_12_2025_fresh_renewal_no,kcc_disbursement_during_fy_2018_19_no,kcc_disbursement_during_fy_2020_21,kcc_disbursement_during_fy_2021_22,kcc_outstanding_31_03_2021,kcc_outstanding_31_03_2022,kcc_outstanding_as_on_30_06_2020_no,kcc_outstanding_as_on_30_06_2021_no,kcc_outstanding_as_on_30_06_2022_no,kcc_outstanding_as_on_30_06_2023_no,kcc_outstanding_as_on_30_09_2021_no,kcc_outstanding_as_on_30_09_2022_no,kcc_outstanding_as_on_30_09_2025_no,kcc_outstanding_as_on_31_03_2017_no,kcc_outstanding_as_on_31_03_2021_no,kcc_outstanding_as_on_31_03_2022_no,kcc_outstanding_as_on_31_03_2023_no,kcc_outstanding_as_on_31_03_2024_no,kcc_outstanding_as_on_31_03_2025_no,kcc_outstanding_as_on_31_12_2020_no,kcc_outstanding_as_on_31_12_2021_no,kcc_outstanding_as_on_31_12_2024_no,kcc_outstanding_as_on_31_12_2025_no,no_of_farming_family,of_achievement_no,outstanding_as_on_31_03_2023,target_no,total_kcc_active_as_on_31_03_2017_as_reported_by_ldm_no,total_kcc_dormant_as_on_31_03_2017_as_reported_by_ldm_no,total_kcc_generated
June 2024,Darjeeling,,24510.0,22170.0,,,,,,11395.0,15592.0,,,,,,,,,,,,,,,,,,,,,,,,,17604.0,,26325.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Hooghly,,329980.0,316589.0,,,,,,304544.0,271942.0,,,,,,,,,,,,,,,,,,,,,,,,,266969.0,,321789.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Howrah,,86541.0,68078.0,,,,,,39460.0,56083.0,,,,,,,,,,,,,,,,,,,,,,,,,41642.0,,75783.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Jalpaiguri,,96900.0,110218.0,,,,,,44124.0,51369.0,,,,,,,,,,,,,,,,,,,,,,,,,25647.0,,80373.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Jhargram,,72664.0,119389.0,,,,,,31725.0,67437.0,,,,,,,,,,,,,,,,,,,,,,,,,38419.0,,80955.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Kalimpong,,8610.0,13429.0,,,,,,3183.0,10020.0,,,,,,,,,,,,,,,,,,,,,,,,,9041.0,,11031.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Kolkata,,437.0,1587.0,,,,,,1015.0,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Malda,,144897.0,136389.0,,,,,,62769.0,129634.0,,,,,,,,,,,,,,,,,,,,,,,,,171364.0,,126930.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Murshidabad,,162166.0,210027.0,,,,,,62385.0,64846.0,,,,,,,,,,,,,,,,,,,,,,,,,73973.0,,126729.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Nadia,,214802.0,272055.0,,,,,,87548.0,125385.0,,,,,,,,,,,,,,,,,,,,,,,,,64240.0,,197820.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,North 24 Parganas,,323377.0,268876.0,,,,,,154532.0,176485.0,,,,,,,,,,,,,,,,,,,,,,,,,182134.0,,311387.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Paschim Bardhaman,,14714.0,92696.0,,,,,,14136.0,66702.0,,,,,,,,,,,,,,,,,,,,,,,,,14792.0,,14501.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Paschim Medinipur,,380758.0,317981.0,,,,,,291083.0,253359.0,,,,,,,,,,,,,,,,,,,,,,,,,267316.0,,370792.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purba Bardhaman,,458845.0,264391.0,,,,,,313123.0,139972.0,,,,,,,,,,,,,,,,,,,,,,,,,289429.0,,557957.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purba Medinipur,,593003.0,430227.0,,,,,,547833.0,421639.0,,,,,,,,,,,,,,,,,,,,,,,,,560331.0,,557064.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purulia,,116348.0,106247.0,,,,,,29036.0,33303.0,,,,,,,,,,,,,,,,,,,,,,,,,51254.0,,108514.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,South 24 Parganas,,273008.0,170084.0,,,,,,158499.0,159168.0,,,,,,,,,,,,,,,,,,,,,,,,,143161.0,,306722.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Uttar Dinajpur,,246008.0,205762.0,,,,,,43759.0,51131.0,,,,,,,,,,,,,,,,,,,,,,,,,47316.0,,289343.0,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Alipurduar,,,65151.0,81871.0,,,31573.0,,,26435.0,44204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94402.5,,,,
June 2025,Bankura,,,198842.0,191032.0,,,169126.0,,,120035.0,129362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174432.0,,,,
June 2025,Birbhum,,,244111.0,238156.0,,,89665.0,,,118294.0,142673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245080.0,,,,
June 2025,Cooch Behar,,,170478.0,179136.0,,,154180.0,,,80545.0,84459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162231.0,,,,
June 2025,Dakshin Dinajpur,,,99754.0,143538.0,,,84311.0,,,51629.0,71052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107952.0,,,,
June 2025,Darjeeling,,,22170.0,31122.0,,,11395.0,,,15592.0,31380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24509.7,,,,
June 2025,Hooghly,,,316589.0,324869.0,,,304544.0,,,271942.0,314592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329980.0,,,,
June 2025,Howrah,,,68078.0,78179.0,,,39460.0,,,56083.0,66863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86541.2,,,,
June 2025,Jalpaiguri,,,110218.0,75597.0,,,44124.0,,,51369.0,59869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96899.9,,,,
June 2025,Jhargram,,,119389.0,102141.0,,,31725.0,,,67437.0,80501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72664.2,,,,
June 2025,Kalimpong,,,13429.0,22064.0,,,3183.0,,,10020.0,22421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610.13,,,,
June 2025,Kolkata,,,1587.0,2820.0,,,1015.0,,,1197.0,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.905,,,,
June 2025,Malda,,,136389.0,134952.0,,,62769.0,,,129634.0,153282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144897.0,,,,
June 2025,Murshidabad,,,210027.0,225899.0,,,62385.0,,,64846.0,140170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162166.0,,,,
June 2025,Nadia,,,272055.0,293382.0,,,87548.0,,,125385.0,187802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214802.0,,,,
June 2025,North 24 Parganas,,,268876.0,272074.0,,,154532.0,,,176485.0,192866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323377.0,,,,
June 2025,Paschim Bardhaman,,,92696.0,101426.0,,,14136.0,,,66702.0,100312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14713.8,,,,
June 2025,Paschim Medinipur,,,317981.0,349181.0,,,291083.0,,,253359.0,283242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380758.0,,,,
June 2025,Purba Bardhaman,,,264391.0,334360.0,,,313123.0,,,139972.0,178261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458845.0,,,,
June 2025,Purba Medinipur,,,430227.0,463951.0,,,547833.0,,,421639.0,551372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593003.0,,,,
June 2025,Purulia,,,106247.0,100718.0,,,29036.0,,,33303.0,54251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116348.0,,,,
June 2025,South 24 Parganas,,,170084.0,202275.0,,,158499.0,,,159168.0,191856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273008.0,,,,
June 2025,Uttar Dinajpur,,,205762.0,161824.0,,,43759.0,,,51131.0,57123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246008.0,,,,
March 2017,Alipurduar,,,,,34.22,,,,,,,8658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30203.0,,,,,,,,,,66553.0,,,,23195.0,7008.0,30203.0
March 2017,Bankura,,,,,531.46,,,,,,,153000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196145.0,,,,,,,,,,380111.0,,,,154145.0,42000.0,376000.0
March 2017,Birbhum,,,,,450.4,,,,,,,125113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220125.0,,,,,,,,,,450313.0,,,,125113.0,95012.0,459319.0
March 2017,Cooch Behar,,,,,88.38,,,,,,,16815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165512.0,,,,,,,,,,364797.0,,,,80512.0,85000.0,328000.0
March 2017,Dakshin Dinajpur,,,,,55.7,,,,,,,12762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215137.0,,,,,,,,,,222783.0,,,,146273.0,68864.0,215263.0
March 2017,Darjeeling,,,,,13.05,,,,,,,2511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32786.0,,,,,,,,,,38002.0,,,,13305.0,19481.0,32812.0
March 2017,Hooghly,,,,,1075.15,,,,,,,255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345082.0,,,,,,,,,,345908.0,,,,262452.0,82630.0,342075.0
March 2017,Howrah,,,,,116.49,,,,,,,39624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80697.0,,,,,,,,,,225265.0,,,,73974.0,6723.0,124355.0
March 2017,Jalpaiguri,,,,,283.87,,,,,,,40251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77336.0,,,,,,,,,,113290.0,,,,55323.0,22013.0,113077.0
March 2017,Malda,,,,,119.08,,,,,,,19960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180129.0,,,,,,,,,,376570.0,,,,148178.0,31951.0,292677.0
March 2017,Murshidabad,,,,,56.78,,,,,,,15246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310154.0,,,,,,,,,,599107.0,,,,264852.0,45302.0,593894.0
March 2017,Nadia,,,,,992.92,,,,,,,133319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620304.0,,,,,,,,,,628000.0,,,,611840.0,11136.0,622976.0
March 2017,North 24 Parganas,,,,,524.02,,,,,,,142803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195649.0,,,,,,,,,,444850.0,,,,118072.0,77577.0,282967.0
March 2017,Paschim Medinipur,,,,,555.48,,,,,,,120119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518614.0,,,,,,,,,,734630.0,,,,666043.0,45028.0,711071.0
March 2017,Purba Bardhaman,,,,,1116.38,,,,,,,263026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434870.0,,,,,,,,,,472188.0,,,,389927.0,44943.0,442126.0
March 2017,Purba Medinipur,,,,,534.49,,,,,,,234650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466726.0,,,,,,,,,,390437.0,,,,406499.0,60227.0,466726.0
March 2017,Purulia,,,,,48.77,,,,,,,23646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138983.0,,,,,,,,,,319923.0,,,,80373.0,58610.0,138983.0
March 2017,South 24 Parganas,,,,,457.2,,,,,,,143000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419000.0,,,,,,,,,,457000.0,,,,371000.0,48000.0,419229.0
March 2017,Uttar Dinajpur,,,,,113.16,,,,,,,32417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263546.0,,,,,,,,,,285769.0,,,,183007.0,80539.0,263962.0
March 2019,Alipurduar,,,,,,41.71,,,,,,,,,,,,,,,,,,,,,,,,,,,28468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Bankura,,,,,,322.77,,,,,,,,,,,,,,,,,,,,,,,,,,,84479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Birbhum,,,,,,85.76,,,,,,,,,,,,,,,,,,,,,,,,,,,49836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Cooch Behar,,,,,,284.31,,,,,,,,,,,,,,,,,,,,,,,,,,,45613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Dakshin Dinajpur,,,,,,206.51,,,,,,,,,,,,,,,,,,,,,,,,,,,41419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Darjeeling,,,,,,168.32,,,,,,,,,,,,,,,,,,,,,,,,,,,23955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Hooghly,,,,,,212.15,,,,,,,,,,,,,,,,,,,,,,,,,,,28072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Howrah,,,,,,118.42,,,,,,,,,,,,,,,,,,,,,,,,,,,35524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jalpaiguri,,,,,,217.42,,,,,,,,,,,,,,,,,,,,,,,,,,,44189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jhargram,,,,,,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kalimpong,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,21123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kolkata,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Malda,,,,,,255.54,,,,,,,,,,,,,,,,,,,,,,,,,,,76552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Murshidabad,,,,,,255.66,,,,,,,,,,,,,,,,,,,,,,,,,,,87783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Nadia,,,,,,213.84,,,,,,,,,,,,,,,,,,,,,,,,,,,85176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Bardhaman,,,,,,373.61,,,,,,,,,,,,,,,,,,,,,,,,,,,105223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Medinipur,,,,,,924.01,,,,,,,,,,,,,,,,,,,,,,,,,,,239120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Bardhaman,,,,,,2786.52,,,,,,,,,,,,,,,,,,,,,,,,,,,330381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Medinipur,,,,,,1052.36,,,,,,,,,,,,,,,,,,,,,,,,,,,433084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purulia,,,,,,107.33,,,,,,,,,,,,,,,,,,,,,,,,,,,38246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Uttar Dinajpur,,,,,,191.71,,,,,,,,,,,,,,,,,,,,,,,,,,,78874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Alipurduar,,,,,,82.29,,,,,,,,,22586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.17,,50000.0,,,
March 2020,Bankura,,,,,,843.24,,,,,,,,,124907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.22,,140000.0,,,
March 2020,Birbhum,,,,,,273.51,,,,,,,,,71896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.57,,165000.0,,,
March 2020,Cooch Behar,,,,,,509.39,,,,,,,,,91936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.94,,100000.0,,,
March 2020,Dakshin Dinajpur,,,,,,282.17,,,,,,,,,77891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.81,,110000.0,,,
March 2020,Darjeeling,,,,,,78.08,,,,,,,,,21879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.26,,70000.0,,,
March 2020,Hooghly,,,,,,1041.48,,,,,,,,,160180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38,,245000.0,,,
March 2020,Howrah,,,,,,260.49,,,,,,,,,57809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.58,,70000.0,,,
March 2020,Jalpaiguri,,,,,,163.51,,,,,,,,,35882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,,60000.0,,,
March 2020,Jhargram,,,,,,256.37,,,,,,,,,59795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.94,,95000.0,,,
March 2020,Kalimpong,,,,,,25.96,,,,,,,,,8580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,,20000.0,,,
March 2020,Kolkata,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
March 2020,Malda,,,,,,357.8,,,,,,,,,69829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.25,,210000.0,,,
March 2020,Murshidabad,,,,,,343.0,,,,,,,,,76591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.64,,250000.0,,,
March 2020,Nadia,,,,,,1025.29,,,,,,,,,147655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.73,,280000.0,,,
March 2020,North 24 Parganas,,,,,,402.16,,,,,,,,,85703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.71,,240000.0,,,
March 2020,Paschim Bardhaman,,,,,,165.99,,,,,,,,,35917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.92,,100000.0,,,
March 2020,Paschim Medinipur,,,,,,1672.78,,,,,,,,,301412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.23,,310000.0,,,
March 2020,Purba Bardhaman,,,,,,1441.24,,,,,,,,,253704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.96,,270000.0,,,
March 2020,Purba Medinipur,,,,,,1987.76,,,,,,,,,396954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.88,,290000.0,,,
March 2020,Purulia,,,,,,138.91,,,,,,,,,45722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.48,,150000.0,,,
March 2020,South 24 Parganas,,,,,,1058.41,,,,,,,,,175689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.48,,165000.0,,,
March 2020,Uttar Dinajpur,,,,,,243.45,,,,,,,,,50894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.27,,110000.0,,,
March 2021,Alipurduar,,,,,,288.74,,,,,,,,,,,,28580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,45666.0,,,,,,,,,,71.45,,40000.0,,,
March 2021,Bankura,,,,,,591.78,,,,,,,,,,,,148212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,168322.0,,,,,,,,,,64.44,,230000.0,,,
March 2021,Birbhum,,,,,,868.24,,,,,,,,,,,,179452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,245964.0,,,,,,,,,,85.05,,211000.0,,,
March 2021,Cooch Behar,,,,,,663.35,,,,,,,,,,,,143251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,113749.0,,,,,,,,,,71.63,,200000.0,,,
March 2021,Dakshin Dinajpur,,,,,,755.91,,,,,,,,,,,,85121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,189722.0,,,,,,,,,,70.93,,120000.0,,,
March 2021,Darjeeling,,,,,,116.0,,,,,,,,,,,,13504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23090.0,,,,,,,,,,67.52,,20000.0,,,
March 2021,Hooghly,,,,,,1208.07,,,,,,,,,,,,290045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,284684.0,,,,,,,,,,128.91,,225000.0,,,
March 2021,Howrah,,,,,,152.33,,,,,,,,,,,,70222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43711.0,,,,,,,,,,70.22,,100000.0,,,
March 2021,Jalpaiguri,,,,,,571.56,,,,,,,,,,,,30801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94099.0,,,,,,,,,,61.6,,50000.0,,,
March 2021,Jhargram,,,,,,261.04,,,,,,,,,,,,42840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,73757.0,,,,,,,,,,57.12,,75000.0,,,
March 2021,Kalimpong,,,,,,42.68,,,,,,,,,,,,8229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,,,,,,,,,,117.56,,7000.0,,,
March 2021,Kolkata,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,
March 2021,Malda,,,,,,622.8,,,,,,,,,,,,79801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,118983.0,,,,,,,,,,35.47,,225000.0,,,
March 2021,Murshidabad,,,,,,329.58,,,,,,,,,,,,71458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78425.0,,,,,,,,,,23.05,,310000.0,,,
March 2021,Nadia,,,,,,720.89,,,,,,,,,,,,76225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,161272.0,,,,,,,,,,29.32,,260000.0,,,
March 2021,North 24 Parganas,,,,,,1195.94,,,,,,,,,,,,170002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,293053.0,,,,,,,,,,54.84,,310000.0,,,
March 2021,Paschim Bardhaman,,,,,,68.2,,,,,,,,,,,,19534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23491.0,,,,,,,,,,78.14,,25000.0,,,
March 2021,Paschim Medinipur,,,,,,1435.29,,,,,,,,,,,,183846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,348897.0,,,,,,,,,,37.91,,485000.0,,,
March 2021,Purba Bardhaman,,,,,,1903.97,,,,,,,,,,,,210211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,369093.0,,,,,,,,,,72.49,,290000.0,,,
March 2021,Purba Medinipur,,,,,,1342.82,,,,,,,,,,,,561806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,443433.0,,,,,,,,,,76.44,,735000.0,,,
March 2021,Purulia,,,,,,311.23,,,,,,,,,,,,26712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94289.0,,,,,,,,,,23.85,,112000.0,,,
March 2021,South 24 Parganas,,,,,,3136.65,,,,,,,,,,,,127206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,604670.0,,,,,,,,,,33.92,,375000.0,,,
March 2021,Uttar Dinajpur,,,,,,1277.0,,,,,,,,,,,,41454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,284312.0,,,,,,,,,,21.26,,195000.0,,,
March 2022,Alipurduar,,,,,,299.75,,,,,,,,,,,,,,,,24782.0,,,,,,,,,,,,,,,,,,,,,,,,,32003.0,,,,,,,,,64.37,,38500.0,,,
March 2022,Bankura,,,,,,727.26,,,,,,,,,,,,,,,,181205.0,,,,,,,,,,,,,,,,,,,,,,,,,165474.0,,,,,,,,,91.52,,198000.0,,,
March 2022,Birbhum,,,,,,895.48,,,,,,,,,,,,,,,,201149.0,,,,,,,,,,,,,,,,,,,,,,,,,228706.0,,,,,,,,,83.81,,240000.0,,,
March 2022,Cooch Behar,,,,,,1086.59,,,,,,,,,,,,,,,,158373.0,,,,,,,,,,,,,,,,,,,,,,,,,200143.0,,,,,,,,,83.35,,190000.0,,,
March 2022,Dakshin Dinajpur,,,,,,830.86,,,,,,,,,,,,,,,,77537.0,,,,,,,,,,,,,,,,,,,,,,,,,180792.0,,,,,,,,,67.42,,115000.0,,,
March 2022,Darjeeling,,,,,,240.12,,,,,,,,,,,,,,,,17604.0,,,,,,,,,,,,,,,,,,,,,,,,,26325.0,,,,,,,,,95.16,,18500.0,,,
March 2022,Hooghly,,,,,,1704.19,,,,,,,,,,,,,,,,266969.0,,,,,,,,,,,,,,,,,,,,,,,,,341789.0,,,,,,,,,67.59,,395000.0,,,
March 2022,Howrah,,,,,,348.0,,,,,,,,,,,,,,,,41642.0,,,,,,,,,,,,,,,,,,,,,,,,,75783.0,,,,,,,,,43.83,,95000.0,,,
March 2022,Jalpaiguri,,,,,,502.26,,,,,,,,,,,,,,,,25647.0,,,,,,,,,,,,,,,,,,,,,,,,,80373.0,,,,,,,,,64.12,,40000.0,,,
