period,district,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,aadhaar_card_seeded,aadhaar_seeded,ar_cu_psaycard_issued,balance,district_wise_enrolment_under_pmjdy_31_03_2021,district_wise_enrolment_under_pmjdy_31_03_2022,district_wise_enrolment_under_pmjdy_31_03_2023,district_wise_pmjdy_accounts_31_03_2020,female,female_a_c,male,male_a_c,rupay_card_account,rupay_card_issued,rupaycar_d_issued,rupaycard_account,rupaycard_issued,rural,rural_a_c,sum_of_aadhaar_seeded,sum_of_female_a_c,sum_of_male_a_c,sum_of_rupaycard_issued,sum_of_rural_a_c,sum_of_total_a_c,sum_of_total_deposit_rs_in_crore,sum_of_urban_a_c,sum_of_zero_balance_account,total,total_a_c,total_amount_amt_rs_in_crore,total_amount_rs_in_crore,total_amount_rs_in_lac,total_deposit,total_deposit_cr,total_deposit_in_rs_crore,total_deposit_rs_in_crore,total_depzoesriot,total_enrolment_uner_social_security_schemes,total_no_of_apy,total_no_of_pmjjby,total_no_of_pmsby,total_no_pmjdy_a_c,urban,urban_a_c,zero_balance_a_c_s,zero_balance_account
December 2025,Dakshin Dinajpur,,,,,,,1134407.0,,,,,,,,742987.0,,569053.0,,789968.0,,,,,1141042.0,,,,,,,,,,,1312040.0,,,,,,485.41,,,,,,,,,170998.0,,88722.0
December 2025,Darjeeling,,,,,,,590548.0,,,,,,,,393148.0,,274094.0,,527911.0,,,,,356170.0,,,,,,,,,,,667242.0,,,,,,441.63,,,,,,,,,311072.0,,46997.0
December 2025,Hooghly,,,,,,,2372084.0,,,,,,,,1565252.0,,1086081.0,,1730811.0,,,,,2080517.0,,,,,,,,,,,2651333.0,,,,,,1503.31,,,,,,,,,570816.0,,133336.0
December 2025,Howrah,,,,,,,2019906.0,,,,,,,,1313238.0,,931932.0,,1529834.0,,,,,1631426.0,,,,,,,,,,,2245170.0,,,,,,1203.16,,,,,,,,,613744.0,,89950.0
December 2025,Jalpaiguri,,,,,,,1333079.0,,,,,,,,856800.0,,629871.0,,1109003.0,,,,,1167119.0,,,,,,,,,,,1486671.0,,,,,,651.64,,,,,,,,,319552.0,,107285.0
December 2025,Jhargram,,,,,,,430149.0,,,,,,,,285321.0,,225074.0,,284540.0,,,,,505969.0,,,,,,,,,,,510395.0,,,,,,313.59,,,,,,,,,4426.0,,27464.0
December 2025,Kalimpong,,,,,,,53636.0,,,,,,,,33677.0,,26299.0,,46100.0,,,,,48537.0,,,,,,,,,,,59976.0,,,,,,31.29,,,,,,,,,11439.0,,3814.0
December 2025,Kolkata,,,,,,,872310.0,,,,,,,,580767.0,,451080.0,,806877.0,,,,,9223.0,,,,,,,,,,,1031847.0,,,,,,492.0,,,,,,,,,1022624.0,,110149.0
December 2025,Malda,,,,,,,3338214.0,,,,,,,,2125039.0,,1610790.0,,2130222.0,,,,,3602772.0,,,,,,,,,,,3735829.0,,,,,,1449.79,,,,,,,,,133057.0,,314275.0
December 2025,Murshidabad,,,,,,,4563776.0,,,,,,,,2896754.0,,2270270.0,,3663048.0,,,,,4959899.0,,,,,,,,,,,5167024.0,,,,,,1962.29,,,,,,,,,207125.0,,362721.0
December 2025,Nadia,,,,,,,2949678.0,,,,,,,,1952636.0,,1459863.0,,2286831.0,,,,,2779913.0,,,,,,,,,,,3412499.0,,,,,,1608.61,,,,,,,,,632586.0,,231606.0
December 2025,North 24 Parganas,,,,,,,4350780.0,,,,,,,,2829104.0,,2087985.0,,3448059.0,,,,,3157805.0,,,,,,,,,,,4917089.0,,,,,,2516.05,,,,,,,,,1759284.0,,281498.0
December 2025,Paschim Bardhaman,,,,,,,1364033.0,,,,,,,,1025276.0,,549348.0,,828310.0,,,,,927356.0,,,,,,,,,,,1574624.0,,,,,,644.12,,,,,,,,,647268.0,,84321.0
December 2025,Paschim Medinipur,,,,,,,2513959.0,,,,,,,,1653126.0,,1191010.0,,1749587.0,,,,,2485137.0,,,,,,,,,,,2844136.0,,,,,,1580.09,,,,,,,,,358999.0,,155848.0
December 2025,Purba Bardhaman,,,,,,,2173817.0,,,,,,,,1456155.0,,1004823.0,,1830163.0,,,,,2185315.0,,,,,,,,,,,2460978.0,,,,,,1186.25,,,,,,,,,275663.0,,98774.0
December 2025,Purba Medinipur,,,,,,,2450317.0,,,,,,,,1574660.0,,1203540.0,,1748242.0,,,,,2604280.0,,,,,,,,,,,2778200.0,,,,,,1655.87,,,,,,,,,173920.0,,162754.0
December 2025,Purulia,,,,,,,1981161.0,,,,,,,,1227438.0,,1005056.0,,1373591.0,,,,,1959173.0,,,,,,,,,,,2232494.0,,,,,,1390.52,,,,,,,,,273321.0,,148331.0
December 2025,South 24 Parganas,,,,,,,4952195.0,,,,,,,,3203129.0,,2418988.0,,3695470.0,,,,,5225040.0,,,,,,,,,,,5622117.0,,,,,,2666.17,,,,,,,,,397077.0,,379000.0
December 2025,Uttar Dinajpur,,,,,,,2515128.0,,,,,,,,1676011.0,,1293004.0,,1613339.0,,,,,2609400.0,,,,,,,,,,,2969015.0,,,,,,818.11,,,,,,,,,359615.0,,259652.0
June 2016,Alipurduar,,,,,,23229.0,,,,,,,,28531.0,,26353.0,,54141.0,,,,,34347.0,,,,,,,,,,,54884.0,,,15.25,,,,,,,,,,,,20537.0,,,9501.0
June 2016,Bankura,,,,,,226472.0,,,,,,,,487411.0,,497774.0,,590018.0,,,,,859506.0,,,,,,,,,,,985185.0,,,213.81,,,,,,,,,,,,125679.0,,,205889.0
June 2016,Birbhum,,,,,,313788.0,,,,,,,,404194.0,,548833.0,,656559.0,,,,,714856.0,,,,,,,,,,,953027.0,,,152.25,,,,,,,,,,,,238171.0,,,205972.0
June 2016,Dakshin Dinajpur,,,,,,145193.0,,,,,,,,248546.0,,252982.0,,337538.0,,,,,445664.0,,,,,,,,,,,501528.0,,,72.12,,,,,,,,,,,,55864.0,,,126830.0
June 2016,Jalpaiguri,,,,,,359186.0,,,,,,,,484667.0,,425161.0,,682893.0,,,,,501787.0,,,,,,,,,,,909828.0,,,201.4,,,,,,,,,,,,408041.0,,,201787.0
June 2016,Kolkata,,,,,,310274.0,,,,,,,,315857.0,,413242.0,,602672.0,,,,,13757.0,,,,,,,,,,,729099.0,,,541.29,,,,,,,,,,,,715342.0,,,120360.0
June 2016,Malda,,,,,,342363.0,,,,,,,,614369.0,,564387.0,,715771.0,,,,,1094352.0,,,,,,,,,,,1178756.0,,,243.66,,,,,,,,,,,,84404.0,,,279467.0
June 2016,Murshidabad,,,,,,624085.0,,,,,,,,777337.0,,757507.0,,990671.0,,,,,1012556.0,,,,,,,,,,,1534844.0,,,353.47,,,,,,,,,,,,522288.0,,,372450.0
June 2016,Nadia,,,,,,374937.0,,,,,,,,651307.0,,668669.0,,924079.0,,,,,839687.0,,,,,,,,,,,1319976.0,,,339.08,,,,,,,,,,,,480289.0,,,285310.0
June 2016,North 24 Parganas,,,,,,633188.0,,,,,,,,858866.0,,878184.0,,1338045.0,,,,,909679.0,,,,,,,,,,,1737050.0,,,656.43,,,,,,,,,,,,827371.0,,,299717.0
June 2016,Paschim Medinipur,,,,,,353330.0,,,,,,,,555562.0,,605827.0,,801350.0,,,,,939055.0,,,,,,,,,,,1161389.0,,,318.44,,,,,,,,,,,,222334.0,,,153134.0
June 2016,Purba Bardhaman,,,,,,417670.0,,,,,,,,548446.0,,688568.0,,880852.0,,,,,825528.0,,,,,,,,,,,1237014.0,,,345.17,,,,,,,,,,,,411486.0,,,231478.0
June 2016,Purba Medinipur,,,,,,244797.0,,,,,,,,497553.0,,531449.0,,742428.0,,,,,873770.0,,,,,,,,,,,1029002.0,,,268.2,,,,,,,,,,,,155232.0,,,146201.0
June 2016,Uttar Dinajpur,,,,,,228553.0,,,,,,,,553777.0,,540766.0,,685244.0,,,,,874234.0,,,,,,,,,,,1094543.0,,,115.98,,,,,,,,,,,,220309.0,,,355892.0
June 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,42911.0,,,58546.0,32002.0,59335.0,21.19,27333.0,5736.0,,,,,,,,,,,,,,,,,,,
June 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,968107.0,,,1120733.0,1194812.0,1390996.0,410.14,196184.0,212598.0,,,,,,,,,,,,,,,,,,,
June 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,1003853.0,,,854038.0,1015556.0,1362076.0,263.43,346520.0,252873.0,,,,,,,,,,,,,,,,,,,
June 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,486843.0,,,590591.0,639305.0,718161.0,135.98,78856.0,124735.0,,,,,,,,,,,,,,,,,,,
June 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,982639.0,,,949054.0,711677.0,1327327.0,319.0,615650.0,201834.0,,,,,,,,,,,,,,,,,,,
June 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,551316.0,,,740863.0,10136.0,818317.0,932.82,808181.0,111629.0,,,,,,,,,,,,,,,,,,,
June 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,,,1141715.0,,,1339879.0,1579327.0,1699321.0,448.13,119994.0,278679.0,,,,,,,,,,,,,,,,,,,
June 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,1673975.0,,,1660150.0,1550841.0,2413651.0,629.35,862810.0,373208.0,,,,,,,,,,,,,,,,,,,
June 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,1203764.0,,,1488653.0,1148952.0,1875859.0,578.22,726907.0,276003.0,,,,,,,,,,,,,,,,,,,
June 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1314246.0,,,1353754.0,1402999.0,1732938.0,610.5,329939.0,189903.0,,,,,,,,,,,,,,,,,,,
June 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,1318305.0,,,1227436.0,1182878.0,1778853.0,699.9,595975.0,277764.0,,,,,,,,,,,,,,,,,,,
June 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1094319.0,,,1239819.0,1310907.0,1552903.0,504.32,241996.0,169126.0,,,,,,,,,,,,,,,,,,,
June 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,928921.0,,,1234798.0,1224536.0,1554778.0,226.59,330242.0,354236.0,,,,,,,,,,,,,,,,,,,
June 2022,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402046.0,42611.0,96998.0,262437.0,235237.0,,,,
June 2022,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040973.0,101596.0,193450.0,745927.0,2080565.0,,,,
June 2022,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304527.0,154695.0,337497.0,812335.0,2138530.0,,,,
June 2022,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898767.0,127292.0,202010.0,569465.0,1458669.0,,,,
June 2022,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548406.0,60641.0,113450.0,374315.0,1095179.0,,,,
June 2022,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519853.0,191196.0,331580.0,997077.0,2184679.0,,,,
June 2022,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208568.0,155516.0,278453.0,774599.0,1865448.0,,,,
June 2022,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912999.0,120720.0,229845.0,562434.0,1683290.0,,,,
June 2022,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783084.0,143957.0,371033.0,1268094.0,789602.0,,,,
June 2022,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349435.0,187660.0,275716.0,886059.0,2967646.0,,,,
June 2022,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297939.0,306445.0,405949.0,1585545.0,4016731.0,,,,
June 2022,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515668.0,189893.0,265537.0,1060238.0,2820955.0,,,,
June 2022,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572475.0,294684.0,503592.0,1774199.0,3975937.0,,,,
June 2022,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674188.0,200448.0,317575.0,1156165.0,2800591.0,,,,
June 2022,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028239.0,228563.0,467243.0,1332433.0,3371920.0,,,,
June 2022,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450521.0,234064.0,254678.0,961779.0,2472703.0,,,,
June 2022,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687112.0,76880.0,149687.0,460545.0,1837894.0,,,,
June 2022,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810099.0,217508.0,362759.0,1229832.0,4601291.0,,,,
June 2022,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828852.0,109102.0,171439.0,548311.0,2440776.0,,,,
June 2023,Alipurduar,,,,,,,487502.0,,,,,,,,327682.0,,244593.0,,,,,485393.0,,374914.0,,,,,,,,,,,572275.0,,,,227.11,,,,,,,,,,,197361.0,,33835.0
June 2023,Bankura,,,,,,,1808193.0,,,,,,,,1207117.0,,963942.0,,,,,1230547.0,,1897178.0,,,,,,,,,,,2171059.0,,,,1110.46,,,,,,,,,,,273881.0,,117681.0
June 2023,Birbhum,,,,,,,1878496.0,,,,,,,,1305888.0,,968204.0,,,,,1348734.0,,1831259.0,,,,,,,,,,,2274092.0,,,,889.47,,,,,,,,,,,442833.0,,143851.0
June 2023,Cooch Behar,,,,,,,1342276.0,,,,,,,,882251.0,,692780.0,,,,,1217239.0,,1124626.0,,,,,,,,,,,1575031.0,,,,404.23,,,,,,,,,,,450405.0,,91063.0
June 2023,Dakshin Dinajpur,,,,,,,952471.0,,,,,,,,656259.0,,495675.0,,,,,664187.0,,948678.0,,,,,,,,,,,1151934.0,,,,362.84,,,,,,,,,,,203256.0,,72059.0
June 2023,Hooghly,,,,,,,2005433.0,,,,,,,,1374588.0,,947058.0,,,,,1434884.0,,1590194.0,,,,,,,,,,,2321646.0,,,,1130.08,,,,,,,,,,,731452.0,,108051.0
June 2023,Howrah,,,,,,,1698737.0,,,,,,,,1175635.0,,819112.0,,,,,1308673.0,,1315086.0,,,,,,,,,,,1994747.0,,,,922.58,,,,,,,,,,,679661.0,,90639.0
June 2023,Jalpaiguri,,,,,,,1282495.0,,,,,,,,855482.0,,633032.0,,,,,1070237.0,,986342.0,,,,,,,,,,,1488514.0,,,,553.26,,,,,,,,,,,502172.0,,99937.0
June 2023,Kolkata,,,,,,,719062.0,,,,,,,,497839.0,,399644.0,,,,,666659.0,,6443.0,,,,,,,,,,,897483.0,,,,380.91,,,,,,,,,,,891040.0,,77691.0
June 2023,Malda,,,,,,,2742182.0,,,,,,,,1833300.0,,1356847.0,,,,,1643414.0,,2742352.0,,,,,,,,,,,3190147.0,,,,1104.77,,,,,,,,,,,447795.0,,274247.0
June 2023,Murshidabad,,,,,,,3648487.0,,,,,,,,2452696.0,,1868248.0,,,,,2888833.0,,3162636.0,,,,,,,,,,,4320944.0,,,,1459.67,,,,,,,,,,,1158308.0,,283562.0
June 2023,Nadia,,,,,,,2433772.0,,,,,,,,1715903.0,,1267219.0,,,,,1907069.0,,2011717.0,,,,,,,,,,,2983122.0,,,,1178.86,,,,,,,,,,,971405.0,,202941.0
June 2023,North 24 Parganas,,,,,,,3612204.0,,,,,,,,2490978.0,,1788692.0,,,,,2875969.0,,2506573.0,,,,,,,,,,,4279670.0,,,,1942.89,,,,,,,,,,,1773097.0,,222179.0
June 2023,Paschim Medinipur,,,,,,,2570984.0,,,,,,,,1760078.0,,1302451.0,,,,,1767032.0,,2577490.0,,,,,,,,,,,3062529.0,,,,1514.93,,,,,,,,,,,485039.0,,140319.0
June 2023,Purba Bardhaman,,,,,,,2987642.0,,,,,,,,2247434.0,,1365191.0,,,,,2285808.0,,2498978.0,,,,,,,,,,,3612625.0,,,,1306.97,,,,,,,,,,,1113647.0,,175886.0
June 2023,Purba Medinipur,,,,,,,2138620.0,,,,,,,,1412887.0,,1110696.0,,,,,1484697.0,,2330433.0,,,,,,,,,,,2523583.0,,,,1294.8,,,,,,,,,,,193150.0,,109048.0
June 2023,Purulia,,,,,,,1658239.0,,,,,,,,1076233.0,,889115.0,,,,,1147257.0,,1645790.0,,,,,,,,,,,1965348.0,,,,981.23,,,,,,,,,,,319558.0,,144094.0
June 2023,South 24 Parganas,,,,,,,4075000.0,,,,,,,,2778120.0,,2061740.0,,,,,2974953.0,,4127929.0,,,,,,,,,,,4839860.0,,,,1956.75,,,,,,,,,,,711931.0,,330455.0
June 2023,Uttar Dinajpur,,,,,,,2076726.0,,,,,,,,1447568.0,,1130437.0,,,,,1310758.0,,2027160.0,,,,,,,,,,,2578005.0,,,,617.47,,,,,,,,,,,550845.0,,230234.0
June 2024,Alipurduar,,,109143.0,255086.0,,,,,,,100726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Bankura,,,958384.0,1008306.0,,,,,,,903226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Birbhum,,,960192.0,1014689.0,,,,,,,894147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Cooch Behar,,,684131.0,728573.0,,,,,,,631521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Dakshin Dinajpur,,,492788.0,523367.0,,,,,,,458479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Hooghly,,,936613.0,990659.0,,,,,,,877321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Howrah,,,808068.0,856737.0,,,,,,,752814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Jalpaiguri,,,755853.0,661505.0,,,,,,,703657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Kolkata,,,375920.0,430918.0,,,,,,,346596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Malda,,,1337627.0,1450384.0,,,,,,,1219659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Murshidabad,,,1843199.0,2018092.0,,,,,,,1686948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Nadia,,,1254905.0,1339152.0,,,,,,,1174405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,North 24 Parganas,,,1758496.0,1908659.0,,,,,,,1627469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Paschim Medinipur,,,1244516.0,1353638.0,,,,,,,1166225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purba Bardhaman,,,1348728.0,1435706.0,,,,,,,1249734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purba Medinipur,,,1131712.0,1151968.0,,,,,,,1068418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purulia,,,878454.0,937909.0,,,,,,,810650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,South 24 Parganas,,,2062499.0,2162491.0,,,,,,,1918134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Uttar Dinajpur,,,1117931.0,1185937.0,,,,,,,1040836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Alipurduar,,,,255086.0,271084.0,,,,,,,109143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Bankura,,,,1008306.0,1079467.0,,,,,,,958384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Birbhum,,,,1014689.0,1055376.0,,,,,,,960192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Cooch Behar,,,,728573.0,779619.0,,,,,,,684131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Dakshin Dinajpur,,,,523367.0,556438.0,,,,,,,492788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Hooghly,,,,990659.0,1039221.0,,,,,,,936613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Howrah,,,,856737.0,902984.0,,,,,,,808068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Jalpaiguri,,,,661505.0,701730.0,,,,,,,755853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Kolkata,,,,430918.0,448942.0,,,,,,,375920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Malda,,,,1450384.0,1552136.0,,,,,,,1337627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Murshidabad,,,,2018092.0,2185376.0,,,,,,,1843199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Nadia,,,,1339152.0,1432992.0,,,,,,,1254905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,North 24 Parganas,,,,1908659.0,2026152.0,,,,,,,1758496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Paschim Medinipur,,,,1353638.0,1404627.0,,,,,,,1244516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Purba Bardhaman,,,,1435706.0,1511723.0,,,,,,,1348728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Purba Medinipur,,,,1151968.0,1196385.0,,,,,,,1131712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Purulia,,,,937909.0,1000011.0,,,,,,,878454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,South 24 Parganas,,,,2162491.0,2342065.0,,,,,,,2062499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Uttar Dinajpur,,,,1185937.0,1263616.0,,,,,,,1117931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2016,Alipurduar,,,,,,10443.0,,,,,,,,27706.0,,25145.0,,,,,52279.0,,34356.0,,,,,,,,,,,52851.0,,14.65,,,,,,,,,,,,,18495.0,,,11090.0
March 2016,Bankura,,,,,,210032.0,,,,,,,,470678.0,,481449.0,,,,,592276.0,,830066.0,,,,,,,,,,,952127.0,,200.46,,,,,,,,,,,,,122061.0,,,210601.0
March 2016,Birbhum,,,,,,299793.0,,,,,,,,389658.0,,542167.0,,,,,668555.0,,697068.0,,,,,,,,,,,931825.0,,170.66,,,,,,,,,,,,,234757.0,,,223151.0
March 2016,Dakshin Dinajpur,,,,,,139209.0,,,,,,,,239124.0,,244409.0,,,,,333410.0,,429327.0,,,,,,,,,,,483533.0,,67.75,,,,,,,,,,,,,54206.0,,,125770.0
March 2016,Jalpaiguri,,,,,,327678.0,,,,,,,,477501.0,,416468.0,,,,,675281.0,,493126.0,,,,,,,,,,,893969.0,,176.76,,,,,,,,,,,,,400843.0,,,219064.0
March 2016,Kolkata,,,,,,298912.0,,,,,,,,306272.0,,399514.0,,,,,584830.0,,12162.0,,,,,,,,,,,705786.0,,517.65,,,,,,,,,,,,,693624.0,,,116724.0
March 2016,Malda,,,,,,331230.0,,,,,,,,598661.0,,544198.0,,,,,709681.0,,1061140.0,,,,,,,,,,,1142859.0,,223.7,,,,,,,,,,,,,81719.0,,,280653.0
March 2016,Murshidabad,,,,,,588591.0,,,,,,,,747877.0,,730591.0,,,,,978871.0,,973350.0,,,,,,,,,,,1478468.0,,317.69,,,,,,,,,,,,,505118.0,,,367606.0
March 2016,Nadia,,,,,,356015.0,,,,,,,,636770.0,,657500.0,,,,,921118.0,,818697.0,,,,,,,,,,,1294270.0,,327.14,,,,,,,,,,,,,475573.0,,,283283.0
March 2016,Paschim Medinipur,,,,,,324793.0,,,,,,,,533817.0,,587495.0,,,,,795537.0,,900285.0,,,,,,,,,,,1121312.0,,300.26,,,,,,,,,,,,,221027.0,,,151549.0
March 2016,Purba Bardhaman,,,,,,394578.0,,,,,,,,519368.0,,675550.0,,,,,889884.0,,793237.0,,,,,,,,,,,1194918.0,,342.22,,,,,,,,,,,,,401681.0,,,242047.0
March 2016,Purba Medinipur,,,,,,229612.0,,,,,,,,477882.0,,516775.0,,,,,727485.0,,843884.0,,,,,,,,,,,994657.0,,247.91,,,,,,,,,,,,,150773.0,,,143835.0
March 2016,Uttar Dinajpur,,,,,,216992.0,,,,,,,,537877.0,,544577.0,,,,,680114.0,,849711.0,,,,,,,,,,,1082454.0,,103.56,,,,,,,,,,,,,232743.0,,,335686.0
March 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,40962.0,,,59406.0,32049.0,60259.0,21.89,28210.0,6417.0,,,,,,,,,,,,,,,,,,,
March 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,887962.0,,,1104924.0,1158713.0,1346767.0,381.99,188054.0,216864.0,,,,,,,,,,,,,,,,,,,
March 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,963261.0,,,839600.0,1013524.0,1352688.0,248.79,339164.0,171759.0,,,,,,,,,,,,,,,,,,,
March 2017,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,677589.0,,,718329.0,668675.0,1014249.0,159.67,345574.0,134261.0,,,,,,,,,,,,,,,,,,,
March 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,457203.0,,,581400.0,622095.0,698269.0,133.53,76174.0,129282.0,,,,,,,,,,,,,,,,,,,
March 2017,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,372969.0,,,406507.0,225179.0,496567.0,213.54,271388.0,71065.0,,,,,,,,,,,,,,,,,,,
March 2017,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,1032263.0,,,910542.0,749036.0,1241645.0,458.98,492609.0,166186.0,,,,,,,,,,,,,,,,,,,
March 2017,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,803201.0,,,799518.0,590271.0,1002586.0,375.21,412315.0,125769.0,,,,,,,,,,,,,,,,,,,
March 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,908522.0,,,919904.0,683449.0,1276647.0,312.08,593198.0,195414.0,,,,,,,,,,,,,,,,,,,
