period,district,2020_21,2021_22,2022_23,2023_24,2024_25,31_03_2023,31_03_2024,a_chievement_as_on_dec_19_disbursement_no,achievement_as_on_dec_19_sanction_no,achievement_disbursement_no,achievement_sanction_no,amount,amt,amt_in_cr,average,average_disb_rs_in_lakh,average_disburse_ment_in_lakh,average_disbursement,average_disbursement_amount,average_disbursement_amount_in_lakh,average_disbursement_amt_in_lakh,average_disbursement_in_lakh,average_ticket_size_31_03_2022,disbursed_no,disbursement_during_fy_2020_21,disbursement_during_the_fy_2019_20,disbursement_during_the_fy_2022_23,disbursement_no,disbursement_upto_dec25_no,no,nrlm_target_for_2019_20,of_achievement,of_achievement_disbursement_no,of_achievement_no,of_disbursement_against_slbc_target_no,outsanding_loans_as_on_dec_25_no,outstanding_amount,outstanding_as_on_31_03_2022,outstanding_no,pending_no,pending_shg_no,sanction_no,sanctioned_no,sanctioned_upto_dec25_no,target_2020_21_no,target_2021_22,target_2021_22_no,target_2022_23_no,target_2023_24_no,target_2024_25_no,target_for_2019_20_disbursement_no,target_for_2020_21_no,target_fy_2025_26_no,target_no,total_app_submitted,total_application_submitted,total_disbursed_no,total_disbursement,total_disbursement_no,total_outsanding_no,total_outstanding,total_outstanding_no,total_sanction_no,total_sanctioned,total_sanctioned_no
March 2019,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Alipurduar,,,,,,,,,,,,395.77,,,2.24,,,,,,,,,12048.0,,,,,,14100.0,,,,85.0,,,,,,,,,11364.0,,,,,,,,,,,14100.0,,,,,,,,,,,
March 2020,Bankura,,,,,,,,,,,,762.77,,,2.36,,,,,,,,,30674.0,,,,,,29088.0,,,,107.0,,,,,,,,,27543.0,,,,,,,,,,,28786.0,,,,,,,,,,,
March 2020,Birbhum,,,,,,,,,,,,1314.49,,,2.58,,,,,,,,,42443.0,,,,,,50960.0,,,,111.0,,,,,,,,,39836.0,,,,,,,,,,,38359.0,,,,,,,,,,,
March 2020,Cooch Behar,,,,,,,,,,,,642.98,,,2.4,,,,,,,,,28722.0,,,,,,23462.0,,,,129.0,,,,,,,,,19790.0,,,,,,,,,,,22293.0,,,,,,,,,,,
March 2020,Dakshin Dinajpur,,,,,,,,,,,,439.65,,,2.4,,,,,,,,,14133.0,,,,,,15175.0,,,,94.0,,,,,,,,,12634.0,,,,,,,,,,,15012.0,,,,,,,,,,,
March 2020,Darjeeling,,,,,,,,,,,,79.14,,,2.47,,,,,,,,,9119.0,,,,,,2970.0,,,,438.0,,,,,,,,,1956.0,,,,,,,,,,,2082.0,,,,,,,,,,,
March 2020,Hooghly,,,,,,,,,,,,609.59,,,2.56,,,,,,,,,24550.0,,,,,,22002.0,,,,111.0,,,,,,,,,21271.0,,,,,,,,,,,22150.0,,,,,,,,,,,
March 2020,Howrah,,,,,,,,,,,,594.33,,,2.78,,,,,,,,,23641.0,,,,,,22395.0,,,,129.0,,,,,,,,,19726.0,,,,,,,,,,,18313.0,,,,,,,,,,,
March 2020,Jalpaiguri,,,,,,,,,,,,632.06,,,2.51,,,,,,,,,20537.0,,,,,,23493.0,,,,86.0,,,,,,,,,23072.0,,,,,,,,,,,23940.0,,,,,,,,,,,
March 2020,Jhargram,,,,,,,,,,,,227.2,,,2.23,,,,,,,,,8832.0,,,,,,8661.0,,,,102.0,,,,,,,,,6361.0,,,,,,,,,,,8661.0,,,,,,,,,,,
March 2020,Kalimpong,,,,,,,,,,,,38.02,,,2.45,,,,,,,,,1616.0,,,,,,1378.0,,,,144.0,,,,,,,,,1126.0,,,,,,,,,,,1126.0,,,,,,,,,,,
March 2020,Malda,,,,,,,,,,,,846.72,,,2.3,,,,,,,,,31830.0,,,,,,37084.0,,,,86.0,,,,,,,,,25869.0,,,,,,,,,,,37084.0,,,,,,,,,,,
March 2020,Murshidabad,,,,,,,,,,,,914.45,,,2.06,,,,,,,,,42817.0,,,,,,38008.0,,,,113.0,,,,,,,,,30954.0,,,,,,,,,,,38008.0,,,,,,,,,,,
March 2020,Nadia,,,,,,,,,,,,631.08,,,2.25,,,,,,,,,24582.0,,,,,,24174.0,,,,115.0,,,,,,,,,14925.0,,,,,,,,,,,21447.0,,,,,,,,,,,
March 2020,North 24 Parganas,,,,,,,,,,,,1096.44,,,2.29,,,,,,,,,35782.0,,,,,,38005.0,,,,96.0,,,,,,,,,34486.0,,,,,,,,,,,37304.0,,,,,,,,,,,
March 2020,Paschim Bardhaman,,,,,,,,,,,,144.72,,,2.1,,,,,,,,,5110.0,,,,,,7339.0,,,,87.0,,,,,,,,,4616.0,,,,,,,,,,,5852.0,,,,,,,,,,,
March 2020,Paschim Medinipur,,,,,,,,,,,,841.99,,,2.51,,,,,,,,,32369.0,,,,,,32871.0,,,,97.0,,,,,,,,,32642.0,,,,,,,,,,,33238.0,,,,,,,,,,,
March 2020,Purba Bardhaman,,,,,,,,,,,,889.4,,,2.72,,,,,,,,,29737.0,,,,,,33038.0,,,,109.0,,,,,,,,,30356.0,,,,,,,,,,,27270.0,,,,,,,,,,,
March 2020,Purba Medinipur,,,,,,,,,,,,1255.18,,,2.8,,,,,,,,,43104.0,,,,,,42328.0,,,,108.0,,,,,,,,,40642.0,,,,,,,,,,,39976.0,,,,,,,,,,,
March 2020,South 24 Parganas,,,,,,,,,,,,929.44,,,2.17,,,,,,,,,38677.0,,,,,,42602.0,,,,91.0,,,,,,,,,39334.0,,,,,,,,,,,42602.0,,,,,,,,,,,
March 2020,Uttar Dinajpur,,,,,,,,,,,,351.86,,,2.31,,,,,,,,,19175.0,,,,,,14110.0,,,,143.0,,,,,,,,,10149.0,,,,,,,,,,,13375.0,,,,,,,,,,,
March 2021,Alipurduar,,,,,,,,,,,,52.47,,,,,,1.33,,,,,,,,,,,,,,,,110.57,,,,,,,,,,,14100.0,,,,,,,,,,,,15591.0,,,,,18406.0,,,13528.0
March 2021,Bankura,,,,,,,,,,,,76.47,,,,,,1.36,,,,,,,,,,,,,,,,146.92,,,,,,,,,,,29088.0,,,,,,,,,,,,42737.0,,,,,45996.0,,,26319.0
March 2021,Birbhum,,,,,,,,,,,,81.84,,,,,,1.97,,,,,,,,,,,,,,,,107.01,,,,,,,,,,,50960.0,,,,,,,,,,,,54531.0,,,,,55924.0,,,50604.0
March 2021,Cooch Behar,,,,,,,,,,,,74.4,,,,,,1.24,,,,,,,,,,,,,,,,163.97,,,,,,,,,,,23462.0,,,,,,,,,,,,38471.0,,,,,44489.0,,,22139.0
March 2021,Dakshin Dinajpur,,,,,,,,,,,,47.42,,,,,,1.03,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,15175.0,,,,,,,,,,,,20153.0,,,,,20614.0,,,13882.0
March 2021,Darjeeling,,,,,,,,,,,,94.9,,,,,,1.87,,,,,,,,,,,,,,,,135.22,,,,,,,,,,,2970.0,,,,,,,,,,,,4016.0,,,,,4466.0,,,3264.0
March 2021,Hooghly,,,,,,,,,,,,99.46,,,,,,1.41,,,,,,,,,,,,,,,,194.86,,,,,,,,,,,22002.0,,,,,,,,,,,,42873.0,,,,,36841.0,,,26029.0
March 2021,Howrah,,,,,,,,,,,,106.19,,,,,,1.81,,,,,,,,,,,,,,,,155.99,,,,,,,,,,,22395.0,,,,,,,,,,,,34935.0,,,,,31980.0,,,24146.0
March 2021,Jalpaiguri,,,,,,,,,,,,55.94,,,,,,1.24,,,,,,,,,,,,,,,,121.18,,,,,,,,,,,23493.0,,,,,,,,,,,,28469.0,,,,,31020.0,,,19343.0
March 2021,Jhargram,,,,,,,,,,,,63.24,,,,,,0.92,,,,,,,,,,,,,,,,179.4,,,,,,,,,,,8661.0,,,,,,,,,,,,15538.0,,,,,14450.0,,,7116.0
March 2021,Kalimpong,,,,,,,,,,,,109.07,,,,,,1.97,,,,,,,,,,,,,,,,152.47,,,,,,,,,,,1378.0,,,,,,,,,,,,2101.0,,,,,2435.0,,,1443.0
March 2021,Malda,,,,,,,,,,,,62.54,,,,,,1.07,,,,,,,,,,,,,,,,133.91,,,,,,,,,,,37084.0,,,,,,,,,,,,49660.0,,,,,49014.0,,,29580.0
March 2021,Murshidabad,,,,,,,,,,,,64.56,,,,,,0.86,,,,,,,,,,,,,,,,179.97,,,,,,,,,,,38008.0,,,,,,,,,,,,68402.0,,,,,71424.0,,,29066.0
March 2021,Nadia,,,,,,,,,,,,56.65,,,,,,0.87,,,,,,,,,,,,,,,,169.06,,,,,,,,,,,24174.0,,,,,,,,,,,,40868.0,,,,,42543.0,,,19984.0
March 2021,North 24 Parganas,,,,,,,,,,,,50.04,,,,,,0.9,,,,,,,,,,,,,,,,160.53,,,,,,,,,,,38005.0,,,,,,,,,,,,61009.0,,,,,56053.0,,,35090.0
March 2021,Paschim Bardhaman,,,,,,,,,,,,103.69,,,,,,1.75,,,,,,,,,,,,,,,,117.09,,,,,,,,,,,7339.0,,,,,,,,,,,,8593.0,,,,,8040.0,,,6339.0
March 2021,Paschim Medinipur,,,,,,,,,,,,82.72,,,,,,1.16,,,,,,,,,,,,,,,,183.07,,,,,,,,,,,32871.0,,,,,,,,,,,,60176.0,,,,,53169.0,,,32568.0
March 2021,Purba Bardhaman,,,,,,,,,,,,96.1,,,,,,2.05,,,,,,,,,,,,,,,,126.02,,,,,,,,,,,33038.0,,,,,,,,,,,,41633.0,,,,,46226.0,,,33850.0
March 2021,Purba Medinipur,,,,,,,,,,,,96.88,,,,,,1.52,,,,,,,,,,,,,,,,188.42,,,,,,,,,,,42328.0,,,,,,,,,,,,79753.0,,,,,68263.0,,,42847.0
March 2021,Purulia,,,,,,,,,,,,48.83,,,,,,0.78,,,,,,,,,,,,,,,,143.21,,,,,,,,,,,20472.0,,,,,,,,,,,,29318.0,,,,,28564.0,,,13935.0
March 2021,South 24 Parganas,,,,,,,,,,,,79.67,,,,,,1.19,,,,,,,,,,,,,,,,145.57,,,,,,,,,,,42602.0,,,,,,,,,,,,62017.0,,,,,60701.0,,,29984.0
March 2021,Uttar Dinajpur,,,,,,,,,,,,92.81,,,,,,1.09,,,,,,,,,,,,,,,,211.78,,,,,,,,,,,14110.0,,,,,,,,,,,,29882.0,,,,,31960.0,,,10666.0
March 2022,Alipurduar,,,,,,,,,,,,81.33,,,,,,,,1.82,,,,,,,,14566.0,,,,,,119.05,,,360.06,,,,,,14195.0,,,,12235.0,,,,,,,,,,,,,,,,,,
March 2022,Bankura,,,,,,,,,,,,86.87,,,,,,,,2.03,,,,,,,,32729.0,,,,,,112.43,,,744.73,,,,,,29048.0,,,,29110.0,,,,,,,,,,,,,,,,,,
March 2022,Birbhum,,,,,,,,,,,,93.96,,,,,,,,2.56,,,,,,,,48236.0,,,,,,94.6,,,1030.52,,,,,,51039.0,,,,50988.0,,,,,,,,,,,,,,,,,,
March 2022,Cooch Behar,,,,,,,,,,,,81.76,,,,,,,,1.74,,,,,,,,38990.0,,,,,,135.33,,,1012.75,,,,,,27015.0,,,,28810.0,,,,,,,,,,,,,,,,,,
March 2022,Dakshin Dinajpur,,,,,,,,,,,,54.47,,,,,,,,1.42,,,,,,,,15772.0,,,,,,108.04,,,302.4,,,,,,15115.0,,,,14598.0,,,,,,,,,,,,,,,,,,
March 2022,Darjeeling,,,,,,,,,,,,163.36,,,,,,,,2.03,,,,,,,,12521.0,,,,,,318.76,,,327.48,,,,,,4587.0,,,,3928.0,,,,,,,,,,,,,,,,,,
March 2022,Hooghly,,,,,,,,,,,,112.8,,,,,,,,2.23,,,,,,,,32416.0,,,,,,164.22,,,658.44,,,,,,25794.0,,,,19739.0,,,,,,,,,,,,,,,,,,
March 2022,Howrah,,,,,,,,,,,,116.18,,,,,,,,2.58,,,,,,,,27599.0,,,,,,115.66,,,627.54,,,,,,24840.0,,,,23863.0,,,,,,,,,,,,,,,,,,
March 2022,Jalpaiguri,,,,,,,,,,,,104.08,,,,,,,,1.97,,,,,,,,23649.0,,,,,,157.78,,,621.46,,,,,,17191.0,,,,14989.0,,,,,,,,,,,,,,,,,,
March 2022,Jhargram,,,,,,,,,,,,76.83,,,,,,,,1.73,,,,,,,,10634.0,,,,,,113.13,,,220.82,,,,,,10980.0,,,,9400.0,,,,,,,,,,,,,,,,,,
March 2022,Kalimpong,,,,,,,,,,,,77.31,,,,,,,,2.66,,,,,,,,2309.0,,,,,,122.82,,,62.15,,,,,,2138.0,,,,1880.0,,,,,,,,,,,,,,,,,,
March 2022,Kolkata,,,,,,,,,,,,100.0,,,,,,,,1.03,,,,,,,,648.0,,,,,,100.0,,,8.51,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,
March 2022,Malda,,,,,,,,,,,,80.87,,,,,,,,1.63,,,,,,,,35403.0,,,,,,126.21,,,793.2,,,,,,27577.0,,,,28051.0,,,,,,,,,,,,,,,,,,
March 2022,Murshidabad,,,,,,,,,,,,93.32,,,,,,,,1.52,,,,,,,,48466.0,,,,,,152.01,,,932.81,,,,,,33762.0,,,,31883.0,,,,,,,,,,,,,,,,,,
March 2022,Nadia,,,,,,,,,,,,61.71,,,,,,,,1.6,,,,,,,,28020.0,,,,,,115.83,,,592.22,,,,,,23004.0,,,,24190.0,,,,,,,,,,,,,,,,,,
March 2022,North 24 Parganas,,,,,,,,,,,,75.96,,,,,,,,1.62,,,,,,,,42590.0,,,,,,112.03,,,833.39,,,,,,36636.0,,,,38018.0,,,,,,,,,,,,,,,,,,
March 2022,Paschim Bardhaman,,,,,,,,,,,,109.0,,,,,,,,2.48,,,,,,,,7472.0,,,,,,90.49,,,138.9,,,,,,7721.0,,,,8257.0,,,,,,,,,,,,,,,,,,
March 2022,Paschim Medinipur,,,,,,,,,,,,97.25,,,,,,,,2.19,,,,,,,,38767.0,,,,,,130.26,,,952.12,,,,,,31748.0,,,,29762.0,,,,,,,,,,,,,,,,,,
March 2022,Purba Bardhaman,,,,,,,,,,,,103.3,,,,,,,,2.89,,,,,,,,37165.0,,,,,,98.31,,,906.1,,,,,,39624.0,,,,37805.0,,,,,,,,,,,,,,,,,,
March 2022,Purba Medinipur,,,,,,,,,,,,110.66,,,,,,,,2.89,,,,,,,,50598.0,,,,,,116.78,,,1535.15,,,,,,41866.0,,,,43328.0,,,,,,,,,,,,,,,,,,
March 2022,Purulia,,,,,,,,,,,,55.79,,,,,,,,1.47,,,,,,,,17682.0,,,,,,86.37,,,354.14,,,,,,15689.0,,,,20472.0,,,,,,,,,,,,,,,,,,
March 2022,South 24 Parganas,,,,,,,,,,,,38.69,,,,,,,,1.45,,,,,,,,23612.0,,,,,,74.04,,,498.47,,,,,,32856.0,,,,31893.0,,,,,,,,,,,,,,,,,,
March 2022,Uttar Dinajpur,,,,,,,,,,,,0.49,,,,,,,,1.68,,,,,,,,108.0,,,,,,0.78,,,1.06,,,,,,12597.0,,,,13928.0,,,,,,,,,,,,,,,,,,
March 2023,Alipurduar,,,,,,,,,,,,102.17,,,,,,,,2.06,,,,,,,,18325.0,,,,,,146.46,,,,,21514.0,,,,13751.0,,,,,12512.0,,,,,,,,,,,,,,,,,
March 2023,Bankura,,,,,,,,,,,,87.31,,,,,,,,2.08,,,,,,,,38089.0,,,,,,120.68,,,,,52571.0,,,,32856.0,,,,,31562.0,,,,,,,,,,,,,,,,,
March 2023,Birbhum,,,,,,,,,,,,97.7,,,,,,,,2.66,,,,,,,,52963.0,,,,,,102.85,,,,,64029.0,,,,49359.0,,,,,51497.0,,,,,,,,,,,,,,,,,
March 2023,Cooch Behar,,,,,,,,,,,,105.24,,,,,,,,2.05,,,,,,,,47364.0,,,,,,169.39,,,,,52533.0,,,,27625.0,,,,,27961.0,,,,,,,,,,,,,,,,,
March 2023,Dakshin Dinajpur,,,,,,,,,,,,76.9,,,,,,,,1.56,,,,,,,,20403.0,,,,,,134.4,,,,,24016.0,,,,15028.0,,,,,15181.0,,,,,,,,,,,,,,,,,
March 2023,Darjeeling,,,,,,,,,,,,110.8,,,,,,,,2.75,,,,,,,,6020.0,,,,,,127.73,,,,,6635.0,,,,5057.0,,,,,4713.0,,,,,,,,,,,,,,,,,
March 2023,Hooghly,,,,,,,,,,,,102.14,,,,,,,,2.27,,,,,,,,38016.0,,,,,,124.14,,,,,44593.0,,,,29481.0,,,,,30623.0,,,,,,,,,,,,,,,,,
March 2023,Howrah,,,,,,,,,,,,98.3,,,,,,,,2.66,,,,,,,,29231.0,,,,,,116.08,,,,,34755.0,,,,25778.0,,,,,25181.0,,,,,,,,,,,,,,,,,
March 2023,Kalimpong,,,,,,,,,,,,104.57,,,,,,,,3.14,,,,,,,,2753.0,,,,,,105.97,,,,,3165.0,,,,2331.0,,,,,2598.0,,,,,,,,,,,,,,,,,
March 2023,Kolkata,,,,,,,,,,,,100.0,,,,,,,,1.54,,,,,,,,1005.0,,,,,,100.0,,,,,2857.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
March 2023,Malda,,,,,,,,,,,,91.62,,,,,,,,1.7,,,,,,,,46429.0,,,,,,153.86,,,,,55104.0,,,,31702.0,,,,,30177.0,,,,,,,,,,,,,,,,,
March 2023,Murshidabad,,,,,,,,,,,,99.25,,,,,,,,1.59,,,,,,,,67304.0,,,,,,178.29,,,,,79865.0,,,,39798.0,,,,,37750.0,,,,,,,,,,,,,,,,,
March 2023,Nadia,,,,,,,,,,,,88.64,,,,,,,,1.66,,,,,,,,41273.0,,,,,,153.08,,,,,52553.0,,,,30110.0,,,,,26962.0,,,,,,,,,,,,,,,,,
March 2023,North 24 Parganas,,,,,,,,,,,,88.53,,,,,,,,1.75,,,,,,,,53514.0,,,,,,137.53,,,,,63994.0,,,,38411.0,,,,,38911.0,,,,,,,,,,,,,,,,,
March 2023,Paschim Bardhaman,,,,,,,,,,,,87.77,,,,,,,,2.44,,,,,,,,7986.0,,,,,,74.64,,,,,10157.0,,,,7544.0,,,,,10699.0,,,,,,,,,,,,,,,,,
March 2023,Paschim Medinipur,,,,,,,,,,,,100.22,,,,,,,,2.47,,,,,,,,48395.0,,,,,,131.94,,,,,60183.0,,,,36997.0,,,,,36679.0,,,,,,,,,,,,,,,,,
March 2023,Purba Bardhaman,,,,,,,,,,,,69.89,,,,,,,,2.83,,,,,,,,41275.0,,,,,,96.01,,,,,55622.0,,,,42886.0,,,,,42991.0,,,,,,,,,,,,,,,,,
March 2023,Purba Medinipur,,,,,,,,,,,,100.8,,,,,,,,3.5,,,,,,,,61830.0,,,,,,136.84,,,,,75547.0,,,,44469.0,,,,,45183.0,,,,,,,,,,,,,,,,,
March 2023,Purulia,,,,,,,,,,,,71.26,,,,,,,,1.52,,,,,,,,25458.0,,,,,,111.56,,,,,37203.0,,,,19698.0,,,,,22821.0,,,,,,,,,,,,,,,,,
March 2023,South 24 Parganas,,,,,,,,,,,,101.24,,,,,,,,2.06,,,,,,,,65841.0,,,,,,164.04,,,,,77264.0,,,,31394.0,,,,,40136.0,,,,,,,,,,,,,,,,,
March 2023,Uttar Dinajpur,,,,,,,,,,,,105.43,,,,,,,,1.68,,,,,,,,29932.0,,,,,,245.08,,,,,36018.0,,,,12415.0,,,,,12213.0,,,,,,,,,,,,,,,,,
March 2024,Alipurduar,,,,,,,,,,,,83.82,,,,,,,,2.56,,,,,,,,18697.0,,,,,,164.6,,,,,22912.0,,,14005.0,,,,,,,11359.0,,,,,,,,,,,,,,,,
March 2024,Bankura,,,,,,,,,,,,73.14,,,,,,,,2.3,,,,,,,,44079.0,,,,,,128.6,,,,,57828.0,,,35029.0,,,,,,,34275.0,,,,,,,,,,,,,,,,
March 2024,Birbhum,,,,,,,,,,,,81.77,,,,,,,,3.14,,,,,,,,51104.0,,,,,,104.72,,,,,67080.0,,,45017.0,,,,,,,48800.0,,,,,,,,,,,,,,,,
March 2024,Cooch Behar,,,,,,,,,,,,124.49,,,,,,,,3.57,,,,,,,,47424.0,,,,,,180.15,,,,,54502.0,,,30071.0,,,,,,,26325.0,,,,,,,,,,,,,,,,
March 2024,Dakshin Dinajpur,,,,,,,,,,,,70.66,,,,,,,,2.03,,,,,,,,21400.0,,,,,,131.9,,,,,26085.0,,,17317.0,,,,,,,16225.0,,,,,,,,,,,,,,,,
March 2024,Darjeeling,,,,,,,,,,,,87.91,,,,,,,,3.51,,,,,,,,6603.0,,,,,,109.34,,,,,7359.0,,,6492.0,,,,,,,6039.0,,,,,,,,,,,,,,,,
March 2024,Hooghly,,,,,,,,,,,,93.35,,,,,,,,2.72,,,,,,,,42626.0,,,,,,136.8,,,,,49862.0,,,37643.0,,,,,,,31160.0,,,,,,,,,,,,,,,,
March 2024,Howrah,,,,,,,,,,,,78.57,,,,,,,,2.96,,,,,,,,30471.0,,,,,,101.95,,,,,37379.0,,,30513.0,,,,,,,29888.0,,,,,,,,,,,,,,,,
March 2024,Jalpaiguri,,,,,,,,,,,,81.13,,,,,,,,2.62,,,,,,,,29872.0,,,,,,145.31,,,,,36926.0,,,23830.0,,,,,,,20557.0,,,,,,,,,,,,,,,,
March 2024,Jhargram,,,,,,,,,,,,66.31,,,,,,,,2.51,,,,,,,,14286.0,,,,,,105.82,,,,,18788.0,,,14319.0,,,,,,,13500.0,,,,,,,,,,,,,,,,
March 2024,Kalimpong,,,,,,,,,,,,103.56,,,,,,,,3.95,,,,,,,,2974.0,,,,,,103.8,,,,,3360.0,,,2859.0,,,,,,,2865.0,,,,,,,,,,,,,,,,
March 2024,Kolkata,,,,,,,,,,,,100.0,,,,,,,,1.65,,,,,,,,959.0,,,,,,100.0,,,,,3294.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,
March 2024,Malda,,,,,,,,,,,,78.44,,,,,,,,2.08,,,,,,,,47148.0,,,,,,147.35,,,,,59351.0,,,35812.0,,,,,,,31998.0,,,,,,,,,,,,,,,,
March 2024,Murshidabad,,,,,,,,,,,,74.53,,,,,,,,2.11,,,,,,,,63347.0,,,,,,178.48,,,,,82931.0,,,45378.0,,,,,,,35493.0,,,,,,,,,,,,,,,,
March 2024,Nadia,,,,,,,,,,,,100.11,,,,,,,,2.44,,,,,,,,46887.0,,,,,,145.23,,,,,60511.0,,,29167.0,,,,,,,32284.0,,,,,,,,,,,,,,,,
March 2024,North 24 Parganas,,,,,,,,,,,,80.2,,,,,,,,2.44,,,,,,,,59033.0,,,,,,123.94,,,,,73838.0,,,42645.0,,,,,,,47629.0,,,,,,,,,,,,,,,,
March 2024,Paschim Bardhaman,,,,,,,,,,,,74.0,,,,,,,,3.04,,,,,,,,8506.0,,,,,,74.87,,,,,11205.0,,,8204.0,,,,,,,11361.0,,,,,,,,,,,,,,,,
March 2024,Paschim Medinipur,,,,,,,,,,,,88.01,,,,,,,,3.44,,,,,,,,48057.0,,,,,,97.47,,,,,64043.0,,,46097.0,,,,,,,49304.0,,,,,,,,,,,,,,,,
March 2024,Purba Bardhaman,,,,,,,,,,,,80.92,,,,,,,,3.33,,,,,,,,45732.0,,,,,,98.35,,,,,61455.0,,,42707.0,,,,,,,46500.0,,,,,,,,,,,,,,,,
March 2024,Purba Medinipur,,,,,,,,,,,,86.59,,,,,,,,4.31,,,,,,,,61068.0,,,,,,114.61,,,,,78794.0,,,59155.0,,,,,,,53285.0,,,,,,,,,,,,,,,,
March 2024,Purulia,,,,,,,,,,,,68.42,,,,,,,,1.9,,,,,,,,26945.0,,,,,,116.14,,,,,40063.0,,,20460.0,,,,,,,23200.0,,,,,,,,,,,,,,,,
March 2024,South 24 Parganas,,,,,,,,,,,,88.51,,,,,,,,2.5,,,,,,,,69467.0,,,,,,144.9,,,,,83003.0,,,36678.0,,,,,,,47942.0,,,,,,,,,,,,,,,,
March 2024,Uttar Dinajpur,,,,,,,,,,,,106.53,,,,,,,,2.23,,,,,,,,32253.0,,,,,,178.23,,,,,39474.0,,,19327.0,,,,,,,18096.0,,,,,,,,,,,,,,,,
March 2025,Alipurduar,,,,,,,,,,,,121.3,,,,,,,,3.36,,,,,,,,20652.0,,,,,,181.81,,,,,24426.0,,,13588.0,,,,,,,,11359.0,,,,,,,,,,,,,,,
March 2025,Bankura,,,,,,,,,,,,82.78,,,,,,,,2.45,,,,,,,,46851.0,,,,,,136.69,,,,,61144.0,,,30571.0,,,,,,,,34275.0,,,,,,,,,,,,,,,
March 2025,Birbhum,,,,,,,,,,,,92.19,,,,,,,,3.27,,,,,,,,55233.0,,,,,,113.18,,,,,68676.0,,,48810.0,,,,,,,,48800.0,,,,,,,,,,,,,,,
March 2025,Cooch Behar,,,,,,,,,,,,106.8,,,,,,,,2.9,,,,,,,,49992.0,,,,,,189.9,,,,,56962.0,,,29929.0,,,,,,,,26325.0,,,,,,,,,,,,,,,
March 2025,Dakshin Dinajpur,,,,,,,,,,,,87.99,,,,,,,,2.46,,,,,,,,22036.0,,,,,,135.82,,,,,27545.0,,,15830.0,,,,,,,,16225.0,,,,,,,,,,,,,,,
March 2025,Darjeeling,,,,,,,,,,,,109.13,,,,,,,,4.06,,,,,,,,7089.0,,,,,,117.39,,,,,7914.0,,,5816.0,,,,,,,,6039.0,,,,,,,,,,,,,,,
March 2025,Hooghly,,,,,,,,,,,,123.46,,,,,,,,3.27,,,,,,,,46864.0,,,,,,150.4,,,,,52937.0,,,36971.0,,,,,,,,31160.0,,,,,,,,,,,,,,,
