period,district,active_shgs_no,amount,amount_of_loan_disbursed,appl_sponsored,cases_pending,disbursed_no,loan_disbursed,loan_disbursed_no,loan_sanctioned,loan_sanctioned_no,no_fo_shgs_credit_linked,no_of_active,no_of_active_shgs,no_of_cases,no_of_cases_pending,no_of_sponsored,no_of_sponsored_application,no_of_sponsored_application_in_fy_22_23,no_of_sponsored_application_in_fy_23_24,no_of_sponsored_application_in_fy_24_25,no_of_sponsored_application_in_fy_fy_24_25,pending_no,sanctioned_no,sep_g,sep_g_disburs_ed_by_branch,sep_g_disbursed_no,sep_g_sanctioned_no,sep_g_sponsord_ot_bank_branches,sep_g_target_for_fy_20_21,sep_i,sep_i_disburs_ed_by_branch,sep_i_disbursed_no,sep_i_sanctioned_no,sep_i_sponsord_ot_bank_branches,sep_i_target_for_fy_20_21,shg_credit_linkage,shg_credit_linkage_active_shgs,shg_credit_linkage_sponsord_ot_bank_branches,shg_loan_disbursed_no,shg_loan_sanctioned_no,sponsored_in_fy_21_22,sponsored_in_fy_22_23,sponsored_no,target_amount_of_sep_g_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_24_25,target_amount_of_sep_i_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_24_25,target_amount_of_shg_loan_to_be_disbursed_fy_23_24,target_amount_of_shg_loan_to_be_disbursed_fy_24_25,target_disb_no,target_for_2019_20_no,target_for_fy_2020_21_no,target_for_fy_20_21,target_fy_20_21_no,target_fy_21_22_no,target_fy_22_23,target_fy_22_23_no,target_fy_23_24,target_fy_24_25,target_fy_fy_22_23,target_fy_fy_23_24,target_fy_fy_24_25,total_pending,total_sponsored
March 2024,Jhargram,,0.0,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,3.0,,,40.0,,,,,,,,,,,,1.0,,,20.0,,,
March 2024,Kalimpong,,11.43,,,,,,,,,,,,,0.0,,,,11.0,,,,,,,0.0,0.0,,,,,9.0,9.0,,,,,,,,,,,,15.0,,,34.0,,,,,,,,,,,,5.0,,,17.0,,,
March 2024,Kolkata,,63.5,,,,,,,,,,,,,3.0,,,,156.0,,,,,,,0.0,0.0,,,,,50.0,143.0,,,,,,,,,,,,15.0,,,240.0,,,,,,,,,,,,5.0,,,120.0,,,
March 2024,Malda,,5.08,,,,,,,,,,,,,1.0,,,,16.0,,,,,,,3.0,3.0,,,,,4.0,20.0,,,,,,,,,,,,15.0,,,90.0,,,,,,,,,,,,5.0,,,45.0,,,
March 2024,Murshidabad,,107.95,,,,,,,,,,,,,4.0,,,,139.0,,,,,,,6.0,9.0,,,,,85.0,88.0,,,,,,,,,,,,72.0,,,388.0,,,,,,,,,,,,24.0,,,194.0,,,
March 2024,Nadia,,179.07,,,,,,,,,,,,,3.0,,,,170.0,,,,,,,6.0,10.0,,,,,141.0,142.0,,,,,,,,,,,,72.0,,,504.0,,,,,,,,,,,,24.0,,,252.0,,,
March 2024,North 24 Parganas,,386.08,,,,,,,,,,,,,44.0,,,,455.0,,,,,,,10.0,12.0,,,,,304.0,311.0,,,,,,,,,,,,171.0,,,1292.0,,,,,,,,,,,,57.0,,,646.0,,,
March 2024,Paschim Bardhaman,,11.43,,,,,,,,,,,,,31.0,,,,113.0,,,,,,,1.0,3.0,,,,,9.0,9.0,,,,,,,,,,,,27.0,,,200.0,,,,,,,,,,,,9.0,,,100.0,,,
March 2024,Paschim Medinipur,,132.08,,,,,,,,,,,,,7.0,,,,166.0,,,,,,,9.0,9.0,,,,,104.0,104.0,,,,,,,,,,,,57.0,,,366.0,,,,,,,,,,,,19.0,,,183.0,,,
March 2024,Purba Bardhaman,,120.65,,,,,,,,,,,,,7.0,,,,129.0,,,,,,,7.0,8.0,,,,,95.0,96.0,,,,,,,,,,,,36.0,,,334.0,,,,,,,,,,,,12.0,,,167.0,,,
March 2024,Purba Medinipur,,140.97,,,,,,,,,,,,,5.0,,,,127.0,,,,,,,11.0,12.0,,,,,111.0,113.0,,,,,,,,,,,,57.0,,,232.0,,,,,,,,,,,,19.0,,,116.0,,,
March 2024,Purulia,,52.07,,,,,,,,,,,,,3.0,,,,53.0,,,,,,,2.0,2.0,,,,,41.0,41.0,,,,,,,,,,,,12.0,,,114.0,,,,,,,,,,,,4.0,,,57.0,,,
March 2024,South 24 Parganas,,102.87,,,,,,,,,,,,,6.0,,,,110.0,,,,,,,3.0,4.0,,,,,81.0,81.0,,,,,,,,,,,,39.0,,,320.0,,,,,,,,,,,,13.0,,,160.0,,,
March 2024,Uttar Dinajpur,,53.34,,,,,,,,,,,,,3.0,,,,59.0,,,,,,,15.0,17.0,,,,,42.0,42.0,,,,,,,,,,,,66.0,,,190.0,,,,,,,,,,,,22.0,,,95.0,,,
September 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,24.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,87.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,209.0,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,156.0,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,112.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,233.0,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,473.0,,,,,,1427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Howrah,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,262.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,124.0,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,30.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,100.0,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,147.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,186.0,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,412.0,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,974.0,,,,,,3900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,518.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,303.0,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,157.0,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Purulia,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,99.0,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,218.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,126.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,24.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,87.0,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,209.0,,,,,,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,156.0,,,,,,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,112.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,203.0,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,473.0,,,,,,1470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,262.0,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,124.0,,,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,30.0,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,30.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,100.0,,,,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,147.0,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,186.0,,,,,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,412.0,,,,,,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,974.0,,,,,,3671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,518.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,303.0,,,,,,1053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,50.0,,,,,,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,157.0,,,,,,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,99.0,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,218.0,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,126.0,,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2019,Alipurduar,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
September 2019,Bankura,,0.0,,,,,,0.0,,0.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
September 2019,Birbhum,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
September 2019,Cooch Behar,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,
September 2019,Dakshin Dinajpur,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
September 2019,Darjeeling,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
September 2019,Hooghly,,2.0,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,
September 2019,Howrah,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
September 2019,Jalpaiguri,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
September 2019,Jhargram,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
September 2019,Kalimpong,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
September 2019,Kolkata,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
September 2019,Malda,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
September 2019,Murshidabad,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,
September 2019,Nadia,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,
September 2019,North 24 Parganas,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,
September 2019,Paschim Bardhaman,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
September 2019,Paschim Medinipur,,3.75,,,,,,3.0,,3.0,,,,,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,
September 2019,Purba Bardhaman,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
September 2019,Purba Medinipur,,2.58,,,,,,2.0,,2.0,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
September 2019,Purulia,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
September 2019,South 24 Parganas,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,
September 2019,Uttar Dinajpur,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
September 2020,Alipurduar,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,45.0,,539.0,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,
September 2020,Bankura,,,,1.0,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,49.0,,2110.0,,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,
September 2020,Birbhum,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,17.0,,,,,,222.0,,3378.0,,,,,,,,,,,,,,,,,,890.0,,,,,,,,,,,
September 2020,Cooch Behar,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,122.0,,1514.0,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,
September 2020,Dakshin Dinajpur,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,65.0,,1560.0,,,,,,,,,,,,,,,,,,474.0,,,,,,,,,,,
September 2020,Darjeeling,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,80.0,,1830.0,,,,,,,,,,,,,,,,,,265.0,,,,,,,,,,,
September 2020,Hooghly,,,,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,322.0,,5033.0,,,,,,,,,,,,,,,,,,1012.0,,,,,,,,,,,
September 2020,Howrah,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,50.0,,1397.0,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
September 2020,Jalpaiguri,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,110.0,,1214.0,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,
September 2020,Jhargram,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,20.0,,417.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,
September 2020,Kalimpong,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,15.0,,71.0,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,
September 2020,Kolkata,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,100.0,,1186.0,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
September 2020,Malda,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,17.0,,,,,,88.0,,869.0,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
September 2020,Murshidabad,,,,10.0,0.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,74.0,,,,,,290.0,,4775.0,,,,,,,,,,,,,,,,,,1056.0,,,,,,,,,,,
September 2020,Nadia,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,244.0,,5470.0,,,,,,,,,,,,,,,,,,1077.0,,,,,,,,,,,
September 2020,North 24 Parganas,,,,31.0,0.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,996.0,,14115.0,,,,,,,,,,,,,,,,,,3148.0,,,,,,,,,,,
September 2020,Paschim Bardhaman,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,58.0,,2426.0,,,,,,,,,,,,,,,,,,355.0,,,,,,,,,,,
September 2020,Paschim Medinipur,,,,11.0,1.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,205.0,,3362.0,,,,,,,,,,,,,,,,,,881.0,,,,,,,,,,,
September 2020,Purba Bardhaman,,,,5.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,23.0,,,,,,156.0,,2717.0,,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,
September 2020,Purba Medinipur,,,,7.0,0.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,85.0,,3057.0,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,,
September 2020,Purulia,,,,7.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,80.0,,1156.0,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,
September 2020,South 24 Parganas,,,,5.0,0.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,,167.0,,2945.0,,,,,,,,,,,,,,,,,,730.0,,,,,,,,,,,
September 2020,Uttar Dinajpur,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,,131.0,,1741.0,,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,
September 2021,Alipurduar,,0.0,,,,0.0,,,,,,,578.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,
September 2021,Bankura,,0.01,,,,2.0,,,,,,,2323.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,2.0,
September 2021,Birbhum,,0.23,,,,11.0,,,,,,,3515.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,14.0,,,,,,,,1.0,
September 2021,Cooch Behar,,0.09,,,,3.0,,,,,,,1656.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,10.0,,,,,,,,2.0,
September 2021,Dakshin Dinajpur,,0.0,,,,0.0,,,,,,,1732.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7.0,,,,,,,,0.0,
September 2021,Darjeeling,,0.05,,,,3.0,,,,,,,2138.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,
September 2021,Hooghly,,0.02,,,,2.0,,,,,,,5696.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,30.0,,,,,,,,2.0,
September 2021,Howrah,,0.02,,,,1.0,,,,,,,1668.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,9.0,,,,,,,,1.0,
September 2021,Jalpaiguri,,0.03,,,,1.0,,,,,,,1456.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,
September 2021,Jhargram,,0.0,,,,0.0,,,,,,,454.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,
September 2021,Kalimpong,,0.0,,,,0.0,,,,,,,124.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.0,
September 2021,Kolkata,,0.0,,,,0.0,,,,,,,1457.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,
September 2021,Malda,,0.04,,,,2.0,,,,,,,964.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,
September 2021,Murshidabad,,0.03,,,,2.0,,,,,,,5285.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,28.0,,,,,,,,1.0,
September 2021,Nadia,,0.02,,,,1.0,,,,,,,5754.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,18.0,,,,,,,,1.0,
September 2021,North 24 Parganas,,0.02,,,,1.0,,,,,,,15576.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,63.0,,,,,,,,1.0,
September 2021,Paschim Bardhaman,,0.0,,,,0.0,,,,,,,2745.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,
September 2021,Paschim Medinipur,,0.0,,,,0.0,,,,,,,3775.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,18.0,,,,,,,,1.0,
September 2021,Purba Bardhaman,,0.04,,,,6.0,,,,,,,3252.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,16.0,,,,,,,,2.0,
September 2021,Purba Medinipur,,0.07,,,,2.0,,,,,,,3344.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,14.0,,,,,,,,1.0,
September 2021,Purulia,,0.06,,,,2.0,,,,,,,1230.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,8.0,,,,,,,,1.0,
September 2021,South 24 Parganas,,0.0,,,,0.0,,,,,,,3489.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,14.0,,,,,,,,1.0,
September 2021,Uttar Dinajpur,,0.0,,,,0.0,,,,,,,2068.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,
September 2022,Alipurduar,,0.02,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,0.09,,,0.5,,,,,,,,,,,25.0,,,,,,,,
September 2022,Bankura,,0.15,,,,,,,,,,,,,39.0,,,12.0,,,,,,,,3.0,2.0,,,,,12.0,13.0,,,,,,,,,,,0.23,,,0.98,,,,,,,,,,,65.0,,,,,,,,
September 2022,Birbhum,,2.17,,,,,,,,,,,,,42.0,,,271.0,,,,,,,,20.0,20.0,,,,,174.0,175.0,,,,,,,,,,,0.39,,,3.53,,,,,,,,,,,210.0,,,,,,,,
September 2022,Cooch Behar,,0.25,,,,,,,,,,,,,14.0,,,52.0,,,,,,,,3.0,3.0,,,,,20.0,19.0,,,,,,,,,,,0.25,,,2.01,,,,,,,,,,,135.0,,,,,,,,
September 2022,Dakshin Dinajpur,,0.02,,,,,,,,,,,,,9.0,,,33.0,,,,,,,,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,,0.18,,,1.35,,,,,,,,,,,82.0,,,,,,,,
September 2022,Darjeeling,,0.32,,,,,,,,,,,,,2.0,,,27.0,,,,,,,,0.0,0.0,,,,,26.0,26.0,,,,,,,,,,,0.44,,,2.1,,,,,,,,,,,125.0,,,,,,,,
